2,0.000002
3,0.000002
4,0.000001
5,0.000001
6,0.000001
7,0.000001
8,0.000002
9,0.000002
10,0.000002
11,0.000002
12,0.000001
13,0.000002
14,0.000002
15,0.000002
16,0.000002
17,0.000002
18,0.000001
19,0.000001
20,0.000002
21,0.000000
22,0.000001
23,0.000001
24,0.000001
25,0.000001
26,0.000001
27,0.000001
28,0.000001
29,0.000001
30,0.000001
31,0.000001
32,0.000002
33,0.000002
34,0.000002
35,0.000002
36,0.000002
37,0.000002
38,0.000002
39,0.000003
40,0.000002
41,0.000002
42,0.000002
43,0.000003
44,0.000003
45,0.000002
46,0.000003
47,0.000003
48,0.000003
49,0.000004
50,0.000003
51,0.000003
52,0.000003
53,0.000004
54,0.000003
55,0.000003
56,0.000004
57,0.000004
58,0.000004
59,0.000004
60,0.000005
61,0.000004
62,0.000005
63,0.000005
64,0.000005
65,0.000005
66,0.000006
67,0.000005
68,0.000006
69,0.000006
70,0.000005
71,0.000006
72,0.000006
73,0.000006
74,0.000006
75,0.000006
76,0.000007
77,0.000008
78,0.000009
79,0.000009
80,0.000009
81,0.000009
82,0.000008
83,0.000008
84,0.000008
85,0.000008
86,0.000008
87,0.000009
88,0.000009
89,0.000009
90,0.000010
91,0.000010
92,0.000010
93,0.000010
94,0.000010
95,0.000011
96,0.000010
97,0.000011
98,0.000012
99,0.000011
100,0.000012
101,0.000011
102,0.000012
103,0.000013
104,0.000012
105,0.000012
106,0.000013
107,0.000013
108,0.000013
109,0.000013
110,0.000014
111,0.000016
112,0.000016
113,0.000017
114,0.000014
115,0.000014
116,0.000015
117,0.000015
118,0.000015
119,0.000015
120,0.000016
121,0.000015
122,0.000016
123,0.000016
124,0.000016
125,0.000016
126,0.000017
127,0.000017
128,0.000018
129,0.000018
130,0.000018
131,0.000018
132,0.000019
133,0.000019
134,0.000019
135,0.000019
136,0.000020
137,0.000020
138,0.000020
139,0.000021
140,0.000020
141,0.000021
142,0.000021
143,0.000022
144,0.000022
145,0.000022
146,0.000023
147,0.000023
148,0.000024
149,0.000024
150,0.000026
151,0.000028
152,0.000028
153,0.000029
154,0.000029
155,0.000029
156,0.000029
157,0.000030
158,0.000030
159,0.000032
160,0.000032
161,0.000027
162,0.000026
163,0.000031
164,0.000028
165,0.000028
166,0.000029
167,0.000029
168,0.000030
169,0.000029
170,0.000030
171,0.000030
172,0.000030
173,0.000031
174,0.000031
175,0.000033
176,0.000032
177,0.000038
178,0.000036
179,0.000033
180,0.000033
181,0.000033
182,0.000034
183,0.000034
184,0.000034
185,0.000034
186,0.000036
187,0.000036
188,0.000036
189,0.000036
190,0.000036
191,0.000038
192,0.000037
193,0.000037
194,0.000038
195,0.000040
196,0.000041
197,0.000038
198,0.000040
199,0.000041
200,0.000041
201,0.000042
202,0.000041
203,0.000042
204,0.000042
205,0.000042
206,0.000044
207,0.000049
208,0.000051
209,0.000052
210,0.000052
211,0.000052
212,0.000051
213,0.000049
214,0.000046
215,0.000048
216,0.000047
217,0.000047
218,0.000048
219,0.000048
220,0.000049
221,0.000049
222,0.000049
223,0.000050
224,0.000054
225,0.000050
226,0.000050
227,0.000051
228,0.000054
229,0.000057
230,0.000053
231,0.000052
232,0.000052
233,0.000053
234,0.000054
235,0.000055
236,0.000055
237,0.000056
238,0.000060
239,0.000056
240,0.000056
241,0.000056
242,0.000056
243,0.000056
244,0.000056
245,0.000059
246,0.000058
247,0.000059
248,0.000061
249,0.000061
250,0.000061
251,0.000063
252,0.000065
253,0.000061
254,0.000065
255,0.000075
256,0.000076
257,0.000076
258,0.000076
259,0.000065
260,0.000067
261,0.000067
262,0.000067
263,0.000067
264,0.000067
265,0.000067
266,0.000067
267,0.000068
268,0.000069
269,0.000069
270,0.000072
271,0.000070
272,0.000072
273,0.000071
274,0.000071
275,0.000073
276,0.000074
277,0.000075
278,0.000075
279,0.000075
280,0.000075
281,0.000076
282,0.000077
283,0.000076
284,0.000082
285,0.000077
286,0.000078
287,0.000078
288,0.000081
289,0.000080
290,0.000079
291,0.000080
292,0.000081
293,0.000082
294,0.000081
295,0.000082
296,0.000084
297,0.000084
298,0.000082
299,0.000083
300,0.000083
301,0.000083
302,0.000084
303,0.000085
304,0.000088
305,0.000088
306,0.000089
307,0.000090
308,0.000093
309,0.000091
310,0.000100
311,0.000090
312,0.000090
313,0.000091
314,0.000092
315,0.000091
316,0.000093
317,0.000095
318,0.000093
319,0.000094
320,0.000094
321,0.000100
322,0.000100
323,0.000095
324,0.000097
325,0.000098
326,0.000099
327,0.000101
328,0.000100
329,0.000101
330,0.000102
331,0.000109
332,0.000102
333,0.000103
334,0.000105
335,0.000113
336,0.000113
337,0.000111
338,0.000119
339,0.000117
340,0.000140
341,0.000114
342,0.000112
343,0.000113
344,0.000116
345,0.000115
346,0.000115
347,0.000117
348,0.000117
349,0.000119
350,0.000120
351,0.000121
352,0.000120
353,0.000120
354,0.000123
355,0.000120
356,0.000124
357,0.000118
358,0.000125
359,0.000125
360,0.000125
361,0.000127
362,0.000127
363,0.000129
364,0.000123
365,0.000125
366,0.000127
367,0.000127
368,0.000155
369,0.000126
370,0.000128
371,0.000128
372,0.000129
373,0.000131
374,0.000134
375,0.000162
376,0.000130
377,0.000133
378,0.000140
379,0.000137
380,0.000139
381,0.000142
382,0.000141
383,0.000149
384,0.000139
385,0.000139
386,0.000138
387,0.000143
388,0.000147
389,0.000143
390,0.000143
391,0.000144
392,0.000145
393,0.000145
394,0.000145
395,0.000147
396,0.000146
397,0.000147
398,0.000147
399,0.000149
400,0.000157
401,0.000160
402,0.000160
403,0.000156
404,0.000154
405,0.000152
406,0.000152
407,0.000157
408,0.000153
409,0.000155
410,0.000157
411,0.000158
412,0.000158
413,0.000159
414,0.000161
415,0.000164
416,0.000161
417,0.000161
418,0.000159
419,0.000162
420,0.000170
421,0.000164
422,0.000168
423,0.000168
424,0.000169
425,0.000170
426,0.000168
427,0.000168
428,0.000173
429,0.000179
430,0.000174
431,0.000177
432,0.000181
433,0.000180
434,0.000174
435,0.000174
436,0.000186
437,0.000179
438,0.000179
439,0.000180
440,0.000182
441,0.000182
442,0.000186
443,0.000204
444,0.000186
445,0.000189
446,0.000188
447,0.000199
448,0.000196
449,0.000190
450,0.000192
451,0.000193
452,0.000202
453,0.000194
454,0.000196
455,0.000197
456,0.000199
457,0.000200
458,0.000199
459,0.000202
460,0.000201
461,0.000206
462,0.000202
463,0.000203
464,0.000206
465,0.000218
466,0.000204
467,0.000209
468,0.000214
469,0.000215
470,0.000208
471,0.000209
472,0.000208
473,0.000213
474,0.000213
475,0.000216
476,0.000210
477,0.000215
478,0.000210
479,0.000213
480,0.000207
481,0.000215
482,0.000218
483,0.000208
484,0.000218
485,0.000214
486,0.000215
487,0.000215
488,0.000219
489,0.000218
490,0.000217
491,0.000218
492,0.000221
493,0.000224
494,0.000240
495,0.000222
496,0.000223
497,0.000231
498,0.000221
499,0.000231
500,0.000230
501,0.000227
502,0.000228
503,0.000229
504,0.000231
505,0.000234
506,0.000240
507,0.000237
508,0.000238
509,0.000238
510,0.000238
511,0.000239
512,0.000243
513,0.000241
514,0.000254
515,0.000258
516,0.000250
517,0.000247
518,0.000249
519,0.000248
520,0.000249
521,0.000250
522,0.000253
523,0.000257
524,0.000254
525,0.000264
526,0.000261
527,0.000261
528,0.000261
529,0.000267
530,0.000257
531,0.000255
532,0.000263
533,0.000262
534,0.000272
535,0.000266
536,0.000265
537,0.000276
538,0.000278
539,0.000276
540,0.000267
541,0.000268
542,0.000270
543,0.000270
544,0.000272
545,0.000276
546,0.000264
547,0.000267
548,0.000266
549,0.000272
550,0.000279
551,0.000273
552,0.000276
553,0.000280
554,0.000284
555,0.000277
556,0.000278
557,0.000278
558,0.000279
559,0.000287
560,0.000276
561,0.000288
562,0.000299
563,0.000293
564,0.000283
565,0.000287
566,0.000287
567,0.000284
568,0.000285
569,0.000299
570,0.000307
571,0.000298
572,0.000293
573,0.000298
574,0.000292
575,0.000302
576,0.000296
577,0.000310
578,0.000297
579,0.000304
580,0.000305
581,0.000304
582,0.000326
583,0.000369
584,0.000321
585,0.000330
586,0.000322
587,0.000319
588,0.000318
589,0.000325
590,0.000322
591,0.000329
592,0.000330
593,0.000344
594,0.000328
595,0.000332
596,0.000328
597,0.000327
598,0.000329
599,0.000347
600,0.000331
601,0.000333
602,0.000331
603,0.000340
604,0.000335
605,0.000341
606,0.000365
607,0.000351
608,0.000342
609,0.000338
610,0.000352
611,0.000347
612,0.000365
613,0.000342
614,0.000355
615,0.000346
616,0.000347
617,0.000360
618,0.000343
619,0.000343
620,0.000345
621,0.000353
622,0.000345
623,0.000348
624,0.000349
625,0.000354
626,0.000356
627,0.000365
628,0.000350
629,0.000362
630,0.000357
631,0.000357
632,0.000351
633,0.000353
634,0.000365
635,0.000353
636,0.000353
637,0.000359
638,0.000357
639,0.000358
640,0.000386
641,0.000376
642,0.000394
643,0.000365
644,0.000364
645,0.000373
646,0.000376
647,0.000388
648,0.000378
649,0.000384
650,0.000375
651,0.000430
652,0.000385
653,0.000397
654,0.000388
655,0.000391
656,0.000393
657,0.000389
658,0.000391
659,0.000398
660,0.000411
661,0.000398
662,0.000402
663,0.000417
664,0.000404
665,0.000405
666,0.000407
667,0.000408
668,0.000407
669,0.000405
670,0.000398
671,0.000410
672,0.000403
673,0.000400
674,0.000402
675,0.000421
676,0.000404
677,0.000408
678,0.000410
679,0.000408
680,0.000411
681,0.000417
682,0.000422
683,0.000435
684,0.000427
685,0.000422
686,0.000427
687,0.000427
688,0.000419
689,0.000438
690,0.000430
691,0.000421
692,0.000424
693,0.000428
694,0.000427
695,0.000435
696,0.000432
697,0.000436
698,0.000433
699,0.000448
700,0.000437
701,0.000436
702,0.000446
703,0.000457
704,0.000448
705,0.000525
706,0.000452
707,0.000453
708,0.000445
709,0.000448
710,0.000459
711,0.000460
712,0.000461
713,0.000453
714,0.000461
715,0.000454
716,0.000468
717,0.000459
718,0.000464
719,0.000457
720,0.000459
721,0.000478
722,0.000460
723,0.000472
724,0.000468
725,0.000478
726,0.000469
727,0.000473
728,0.000470
729,0.000478
730,0.000480
731,0.000475
732,0.000482
733,0.000487
734,0.000489
735,0.000490
736,0.000483
737,0.000479
738,0.000480
739,0.000485
740,0.000484
741,0.000488
742,0.000505
743,0.000497
744,0.000495
745,0.000493
746,0.000495
747,0.000503
748,0.000515
749,0.000501
750,0.000530
751,0.000503
752,0.000504
753,0.000543
754,0.000532
755,0.000523
756,0.000542
757,0.000522
758,0.000521
759,0.000521
760,0.000530
761,0.000529
762,0.000517
763,0.000518
764,0.000522
765,0.000541
766,0.000523
767,0.000525
768,0.000528
769,0.000524
770,0.000542
771,0.000528
772,0.000528
773,0.000544
774,0.000537
775,0.000548
776,0.000549
777,0.000526
778,0.000540
779,0.000539
780,0.000558
781,0.000580
782,0.000562
783,0.000586
784,0.000560
785,0.000558
786,0.000572
787,0.000551
788,0.000553
789,0.000555
790,0.000545
791,0.000552
792,0.000581
793,0.000575
794,0.000563
795,0.000576
796,0.000586
797,0.000688
798,0.000694
799,0.000696
800,0.000698
801,0.000634
802,0.000569
803,0.000600
804,0.000582
805,0.000564
806,0.000574
807,0.000585
808,0.000588
809,0.000586
810,0.000588
811,0.000581
812,0.000580
813,0.000596
814,0.000608
815,0.000605
816,0.000601
817,0.000608
818,0.000604
819,0.000604
820,0.000631
821,0.000609
822,0.000600
823,0.000601
824,0.000605
825,0.000608
826,0.000625
827,0.000604
828,0.000610
829,0.000612
830,0.000614
831,0.000612
832,0.000616
833,0.000620
